model_pair,benchmark,condition,cond_type,run,item_id,correct,token_ids,n_tokens,accept_rate,construct,analysis_source,temperature,source_item_id
Llama-3.2-1B→Llama-3.1-8B,gsm8k,C_060,spec,0,gsm8k_proj_3,0,362 85138 3619 279 3488 15884 914 14351 5727 220 914 85138 4315 902 220 16 374 3958 11 220 508 4 527 653 52191 11 220 17 527 20897 323 279 2800 527 1695 627 10267 11 279 753 11294 279 2734 13861 311 11886 279 3575 264 9302 1648 627 791 480 387 279 743 315 682 627 2729 584 279 374 314 359 85138 11717 534 284 426 284 314 1844 52191 534 12834 1440 1005 430 323 426 527 50917 40533 9885 287 7437 627 7184 112 362 12264 102 33 284 101989 198 791 112 362 4444 12264 284 220 5462 8 284 220 15 13 17 198 47 4444 12264 103 426 8 284 393 15 13 20 489 220 15 13 17 1389 220 15 198 2437 12264 220 15 13 17 284 220 15 13 1927 198 7184 584 3844 8 284 220 16 198 47 11 584 279 650 2038 11 1440 9539 430 64 13 362 13 315 1695 85138 284 220 914 198 17 11 393 4444 12264 12264 102 426 96206 284 220 1187 1389 393 15 13 1927 284 220 15 13 1227 198 47 8 2360 13 315 1695 52191 85138 284 220 20 198 4516 11 393 4444 8 284 220 15 13 17 198 22447 8 2360 13 315 3958 85138 284 220 17 198 4516 11 393 4444 8 284 220 15 13 17 198 19 11 279 1396 13 315 1695 85138 527 220 1187 627 128001,255,0.023529411764705882,math_reasoning,projected_gsm8k_200,0.7,gsm8k_16
Llama-3.2-1B→Llama-3.1-8B,gsm8k,T_030,temp,0,gsm8k_proj_3,0,6914 279 9855 279 3488 1176 3947 14351 5727 220 914 85138 4315 902 220 16 374 3958 11 220 508 4 527 653 52191 11 220 17 527 20897 323 279 2800 527 1695 627 10267 11 584 753 1505 264 2734 13861 311 3619 279 2038 264 2731 1648 627 8586 603 387 279 20789 315 682 304 22447 11 328 284 314 359 85138 1252 11 323 426 284 314 1844 52191 11 4516 1440 4097 430 323 426 527 85884 29352 9885 287 7437 627 4516 112 308 12264 102 426 284 101989 198 32 112 308 4444 8 284 220 5462 8 284 220 15 13 17 198 22447 4444 12264 103 426 8 284 220 15 13 17 489 220 15 13 17 284 220 15 284 15 25800 220 15 13 17 284 220 15 13 1927 198 47 11 3844 8 284 220 16 198 47 11 1095 279 2728 2038 11 649 1518 430 5454 13 220 13 315 1695 85138 284 220 914 198 17 11 393 6838 8 12264 102 426 96206 284 220 16 1389 220 15 13 1927 284 220 15 13 1227 198 17 8 2360 13 315 1695 52191 85138 284 220 20 198 4516 11 393 4444 8 284 220 15 13 17 198 18 8 2360 13 315 20897 85138 284 220 17 198 4516 11 393 4444 8 284 220 15 13 17 198 19 11 584 4495 13 315 1695 85138 284 220 1187 13 128001,255,1.0,math_reasoning,projected_gsm8k_200,0.3,gsm8k_16
Llama-3.2-1B→Llama-3.1-8B,gsm8k,T_050,temp,0,gsm8k_proj_3,0,5742 279 2019 279 3488 1176 3947 14351 5727 220 914 85138 4315 902 220 16 374 3958 11 220 508 4 527 653 52191 11 220 17 527 20897 323 279 2800 527 1695 627 22818 11 279 753 1427 264 2734 36361 311 3619 279 2038 279 2731 1648 627 7749 603 387 279 20789 315 2860 627 59836 11 328 284 314 2244 85138 1252 11 323 426 284 314 1844 52191 11 4516 1440 23846 430 323 426 527 75605 29352 9885 287 7437 627 4516 112 308 12264 102 426 284 101989 198 32 112 308 4444 8 284 220 5462 8 284 220 15 13 17 198 22447 4444 8 103 426 8 284 220 15 13 17 489 220 15 13 17 284 220 15 284 15 25800 220 15 13 17 284 220 15 13 1927 198 47 11 3844 8 284 220 16 198 39 11 1095 279 2728 3488 584 1205 1518 430 5454 13 220 13 315 1695 85138 284 220 914 198 17 11 584 6838 8 12264 102 426 96206 284 220 16 1389 320 15 13 1927 284 220 15 13 1227 198 17 8 2360 13 315 1695 52191 85138 284 220 508 198 4516 11 393 4444 8 284 220 15 13 17 198 18 8 2360 13 315 20897 85138 284 220 17 198 4516 11 393 4444 8 284 220 15 13 2318 198 19 11 584 1396 13 315 1695 85138 284 220 1187 13 128001,255,1.0,math_reasoning,projected_gsm8k_200,0.5,gsm8k_16
Llama-3.2-1B→Llama-3.1-8B,gsm8k,T_070,temp,0,gsm8k_proj_3,0,1226 400 1817 279 3488 810 3947 3488 5727 220 914 85138 627 902 220 16 374 3958 11 220 508 4 527 653 52191 11 220 17 527 20897 323 279 2800 527 1695 627 55915 11 279 603 1304 220 2734 36361 311 1505 279 828 5769 2731 1648 627 7749 603 387 279 20789 315 85138 627 72611 11 328 284 314 2244 85138 95588 92 323 426 284 314 1844 52191 11 3915 1440 23846 430 12264 426 527 53579 29352 9885 287 7437 627 2903 112 308 12264 102 426 284 101989 198 32 112 308 4444 8 284 220 5462 8 284 220 16 13 17 198 22447 4444 8 103 426 8 284 220 15 13 18 489 220 15 13 17 284 220 15 284 15 25800 220 15 13 17 284 220 15 13 1927 198 47 11 3844 8 284 220 16 198 39 11 2533 279 3485 4787 584 1505 1518 220 5454 13 393 13 315 1695 85138 284 220 972 198 17 11 2360 6838 8 12264 102 426 96206 284 220 16 1389 393 15 13 1927 284 220 15 13 1227 198 17 8 2360 13 315 1695 52191 85138 284 220 972 198 4516 11 393 4444 8 284 220 15 13 17 198 18 8 2360 13 315 20897 85138 284 220 17 198 4516 11 393 4444 8 284 220 15 13 2318 198 19 11 584 1396 13 315 1695 85138 284 220 1187 13 128001,255,1.0,math_reasoning,projected_gsm8k_200,0.7,gsm8k_16
Llama-3.2-1B→Llama-3.1-8B,gsm8k,T_100,temp,0,gsm8k_proj_3,0,1226 603 1505 279 3488 1176 3947 2728 5727 220 914 85138 627 902 198 16 374 3958 11 220 508 4 527 653 52191 323 220 17 527 20897 198 279 2800 527 1695 627 55915 11 279 603 1176 198 2734 36361 311 1501 279 828 54243 2731 3645 627 7749 603 387 279 20789 315 85138 627 127587 11 328 284 314 2244 85138 95588 92 323 426 284 314 1844 52191 11 3915 4805 33356 505 12264 426 527 50917 29352 9885 287 7437 627 2903 112 308 549 102 426 284 101989 198 32 112 308 4444 8 284 220 5462 8 284 220 16 13 17 198 22447 5462 8 103 426 8 284 220 15 13 18 489 220 15 13 17 284 220 15 284 15 25800 220 15 13 17 284 220 15 13 1927 198 72 279 3844 8 284 393 16 320 39 555 7999 279 3488 11709 584 3619 1518 220 8586 13 400 13 315 1695 85138 284 220 1187 198 17 11 7104 6838 8 12264 102 426 96206 284 220 914 1389 393 15 13 1927 284 220 15 13 1227 198 47 8 2360 13 315 1695 52191 85138 284 220 1187 198 4516 11 393 4444 8 284 220 15 13 17 198 39 8 2052 13 315 20897 85138 284 220 17 198 4516 11 393 4444 8 284 220 15 13 2318 284 19 11 912 1396 13 315 19087 85138 284 220 1187 13 128001,255,1.0,math_reasoning,projected_gsm8k_200,1.0,gsm8k_16
Llama-3.2-1B→Llama-3.1-8B,gsm8k,T_150,temp,0,gsm8k_proj_3,0,1226 603 1505 420 3575 1176 4516 1396 5727 1063 914 2582 627 902 198 16 374 3958 11 602 508 4 527 653 52191 662 220 17 527 20897 11 279 2800 527 1695 627 55915 422 311 452 1176 11 2734 47287 512 656 420 627 72829 2731 3645 430 8300 480 4097 279 20789 315 20953 1778 127587 11 362 284 314 2244 85138 95588 335 612 682 1185 314 1844 52191 92 3112 23846 51187 1521 12264 426 527 50917 29352 9885 287 627 627 2181 112 308 323 102 426 284 98975 198 16 112 308 4444 8 284 220 5462 8 477 220 20 13 17 198 22447 23689 8 102 426 8 284 220 16 13 20 25800 220 15 13 17 284 220 15 510 15 12264 220 15 13 17 284 220 15 13 1272 198 438 393 3844 8 284 5742 16 12264 16 4128 19486 220 5224 15398 1193 15806 4097 198 10267 374 2052 315 315 1695 85138 198 1389 1419 304 791 11 19463 6838 328 612 102 426 96206 284 220 1187 1389 393 15 13 2137 284 220 1627 13 1227 284 791 8 2360 13 315 1695 52191 85138 284 220 1691 198 47 11 393 4444 8 284 220 15 13 17 198 2170 8 220 13 315 20897 489 28 220 17 198 4516 11 393 4444 8 284 220 15 13 2318 128001 19 11 1701 1396 13 315 85138 85138 284 220 1187 13 128001,255,1.0,math_reasoning,projected_gsm8k_200,1.5,gsm8k_16
Llama-3.2-1B→Llama-3.1-8B,gsm8k,A,spec,0,gsm8k_proj_4,1,220 4194 1271 1212 420 3575 11 499 1205 311 1304 264 3703 1646 627 10267 753 1212 555 7999 279 9863 315 14098 735 9008 11021 627 791 2860 1396 315 9863 315 14098 11021 574 220 975 627 5971 11 33356 279 1396 315 9863 315 14098 35661 555 97457 627 791 1396 315 9863 2163 574 220 717 627 791 220 717 9863 315 14098 2163 527 279 4320 311 279 3575 13 128001,77,1.0,math_reasoning,projected_gsm8k_200,0.7,gsm8k_11
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,0,gsm8k_proj_4,1,220 4194 1271 1212 420 3575 11 499 1205 311 1304 264 3703 1646 627 10267 753 1212 555 7999 279 9863 315 14098 735 9008 11021 627 791 2860 1396 315 9863 315 14098 11021 574 220 975 627 5971 11 33356 279 1396 315 9863 315 14098 35661 555 97457 627 791 1396 315 9863 2163 574 220 717 627 791 220 717 9863 315 14098 2163 527 279 4320 311 279 3575 13 128001,77,0.025974025974025976,math_reasoning,projected_gsm8k_200,0.7,gsm8k_11
Llama-3.2-1B→Llama-3.1-8B,gsm8k,C_090,spec,0,gsm8k_proj_4,0,9220 23 791 1505 22581 3575 11 584 617 311 1440 264 1160 1646 13 42 753 1212 449 4477 279 220 315 14098 11 9008 11021 311 2675 3703 3392 315 9863 315 14098 735 374 220 975 13 5971 11 584 220 1396 315 9863 315 14098 430 555 97457 627 791 2860 315 9863 315 374 220 717 627 45600 3703 717 9863 315 14098 2163 1051 512 4320 311 279 3488 13 128001,77,0.0,math_reasoning,projected_gsm8k_200,0.7,gsm8k_11
Llama-3.2-1B→Llama-3.1-8B,gsm8k,C_080,spec,0,gsm8k_proj_4,0,220 23 18 11886 22581 3575 11 358 2011 311 923 264 1160 1646 311 1271 596 1212 449 3339 709 1396 315 14098 430 9008 11021 627 3 2860 1396 315 9863 374 14098 374 374 220 975 627 5971 11 33356 220 1396 315 9863 315 14098 97457 13 97457 13 791 2860 315 9863 315 574 220 717 627 791 4320 717 9863 527 14098 2163 1436 220 4320 311 420 3575 13 128001,77,0.0,math_reasoning,projected_gsm8k_200,0.7,gsm8k_11
Llama-3.2-1B→Llama-3.1-8B,gsm8k,C_070,spec,0,gsm8k_proj_4,0,220 18 1687 4320 420 3575 11 584 617 311 1160 264 1160 1646 311 2675 596 1005 449 4477 279 9863 315 14098 430 9008 323 13 10267 220 1396 315 9863 315 14098 735 374 220 975 627 7184 11 584 279 220 315 9863 315 14098 430 627 97457 627 42 1396 315 9863 315 374 220 605 627 4516 1396 717 9863 315 14098 2163 527 40056 4320 311 279 3575 627 128001,77,0.025974025974025976,math_reasoning,projected_gsm8k_200,0.7,gsm8k_11
Llama-3.2-1B→Llama-3.1-8B,gsm8k,C_060,spec,0,gsm8k_proj_4,0,220 17 10267 11886 11 3575 11 584 2011 311 1440 264 12960 1646 13 791 596 1212 449 3339 220 1396 315 14098 735 9008 11021 512 2261 220 374 315 9863 315 14098 430 374 220 975 512 5971 11 584 279 1396 315 9863 315 14098 97457 555 97457 627 4516 1396 315 9863 315 374 220 717 627 16533 1176 717 9863 315 14098 2163 527 15609 4320 311 279 3575 13 128001,77,0.05194805194805195,math_reasoning,projected_gsm8k_200,0.7,gsm8k_11
Llama-3.2-1B→Llama-3.1-8B,gsm8k,T_030,temp,0,gsm8k_proj_4,0,220 23 791 11886 11 3575 11 584 1205 311 1440 264 1160 1646 13 791 753 1212 449 3339 279 9863 315 14098 430 9008 11021 627 5971 1176 1396 315 9863 315 14098 735 374 220 975 627 7184 11 1095 279 9863 315 9863 315 14098 97457 555 97457 627 791 2860 315 9863 315 374 220 717 627 2028 4320 717 9863 315 14098 2163 527 220 4320 311 279 3575 13 128001,77,1.0,math_reasoning,projected_gsm8k_200,0.3,gsm8k_11
Llama-3.2-1B→Llama-3.1-8B,gsm8k,T_050,temp,0,gsm8k_proj_4,0,220 23 791 11886 11 3575 11 584 649 311 1440 264 1160 1646 311 791 753 2019 449 6968 279 14098 315 14098 627 9008 11021 627 5971 1176 1396 315 9863 315 14098 735 374 220 975 627 5971 11 1095 279 9863 315 9863 35661 14098 97457 627 97457 627 791 2860 315 9863 315 374 220 717 627 8468 4320 717 9863 315 14098 2163 527 279 4320 311 279 3575 13 128001,77,1.0,math_reasoning,projected_gsm8k_200,0.5,gsm8k_11
Llama-3.2-1B→Llama-3.1-8B,gsm8k,T_070,temp,0,gsm8k_proj_4,0,220 23 791 11886 279 3575 11 584 649 311 3350 264 1160 1646 323 791 753 4128 555 13633 264 26390 315 14098 735 9008 7263 627 5971 1176 1396 315 9863 315 14098 735 374 220 975 627 5971 11 1095 279 9863 315 9863 97457 14098 97457 627 97457 627 3915 2860 315 9863 315 374 220 717 13 10267 4320 717 9863 315 14098 2163 527 3060 4320 311 279 3575 13 128001,77,1.0,math_reasoning,projected_gsm8k_200,0.7,gsm8k_11
Llama-3.2-1B→Llama-3.1-8B,gsm8k,T_100,temp,0,gsm8k_proj_4,0,735 24 975 11886 420 3575 11 584 617 311 4128 264 1160 1646 477 791 753 9855 555 14393 220 33776 315 14098 735 9008 1047 627 5971 735 3392 315 9863 315 735 735 374 512 975 627 1688 11 1505 279 3392 9863 24149 97457 14098 97457 627 97457 13 4516 2860 315 14098 315 374 220 717 13 14924 4553 22 9863 2163 14098 2163 527 6982 4320 311 279 3575 13 128001,77,1.0,math_reasoning,projected_gsm8k_200,1.0,gsm8k_11
Llama-3.2-1B→Llama-3.1-8B,gsm8k,T_150,temp,0,gsm8k_proj_4,0,1789 605 1271 11886 449 3488 11 584 617 311 6227 459 1646 1646 704 1271 757 13085 555 22581 220 41776 315 26390 735 556 323 627 4599 502 3703 527 9863 374 279 1364 374 6982 972 627 1687 11 3350 279 3392 97457 58212 97457 14098 78896 627 97457 13 7184 2860 315 65543 315 430 220 717 13 14924 6945 19 9861 4024 430 1436 649 6982 2027 369 279 3575 11 128001,77,1.0,math_reasoning,projected_gsm8k_200,1.5,gsm8k_11
Llama-3.2-1B→Llama-3.1-8B,gsm8k,A,spec,0,gsm8k_proj_5,0,10884 1396 315 82036 8839 24150 706 9861 284 220 1419 9 1187 482 220 21 284 220 2614 198 70869 25 10884 1396 315 30090 26446 284 220 17 9 1187 284 220 2166 198 66091 706 220 17 14 18 439 1690 30090 20016 2439 439 30090 26446 627 7749 1396 315 30090 20016 2439 284 220 17 14 18 353 220 2166 284 220 843 198 66091 706 220 17 9 1187 26446 323 220 843 20016 2439 627 6153 7231 43582 220 21 30090 20016 2439 11 24150 706 9861 512 7749 1396 315 82036 8839 24150 706 9861 284 220 1419 9 1187 482 220 21 284 220 2614 128001,115,1.0,math_reasoning,projected_gsm8k_200,0.7,gsm8k_7
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,0,gsm8k_proj_5,0,10884 1396 315 82036 8839 24150 706 9861 284 220 1419 9 1187 482 220 21 284 220 2614 198 70869 25 10884 1396 315 30090 26446 284 220 17 9 1187 284 220 2166 198 66091 706 220 17 14 18 439 1690 30090 20016 2439 439 30090 26446 627 7749 1396 315 30090 20016 2439 284 220 17 14 18 353 220 2166 284 220 843 198 66091 706 220 17 9 1187 26446 323 220 843 20016 2439 627 6153 7231 43582 220 21 30090 20016 2439 11 24150 706 9861 512 7749 1396 315 82036 8839 24150 706 9861 284 220 1419 9 1187 482 220 21 284 220 2614 128001,115,0.034782608695652174,math_reasoning,projected_gsm8k_200,0.7,gsm8k_7
Llama-3.2-1B→Llama-3.1-8B,gsm8k,C_090,spec,0,gsm8k_proj_5,0,578 1396 315 30090 8839 24150 706 9861 374 59060 17 865 17 12 220 21 284 220 4370 128001 64 25 6914 1396 315 82036 20016 284 220 1187 14 1187 284 220 2166 198 7749 706 220 17 14 18 439 1690 30090 20016 2439 439 30090 26446 627 7749 1396 315 30090 20016 2439 284 220 17 9 18 353 220 2166 284 220 843 198 66091 21258 47880 843 21030 1187 489 323 220 843 30090 2439 304 66091 7231 220 220 21 30090 20016 2439 11 24150 706 220 198 4194 1396 315 82036 8839 24150 706 9861 284 220 1419 9 1187 482 220 21 284 220 2614 128001,115,0.034782608695652174,math_reasoning,projected_gsm8k_200,0.7,gsm8k_7
Llama-3.2-1B→Llama-3.1-8B,gsm8k,C_080,spec,0,gsm8k_proj_5,0,578 1396 315 20016 8839 24150 706 2163 374 59060 1187 26446 1187 14 220 21 198 220 21478 198 3915 25 24150 1396 315 82036 26446 284 220 17 9 1187 284 220 2166 198 2903 706 220 17 14 18 439 1690 30090 20016 2439 439 30090 26446 627 2903 1396 315 30090 20016 2439 284 220 2166 14 18 353 220 1187 284 220 843 198 66091 6835 1403 1419 21030 1187 26446 323 220 843 20016 2439 627 66091 24150 220 220 21 20016 20016 2439 11 24150 706 220 82036 1419 1396 315 82036 8839 24150 706 9861 284 220 1419 9 1187 482 220 21 284 220 2614 198,115,0.034782608695652174,math_reasoning,projected_gsm8k_200,0.7,gsm8k_7
Llama-3.2-1B→Llama-3.1-8B,gsm8k,C_070,spec,0,gsm8k_proj_5,0,578 1396 315 20016 8839 24150 706 2163 374 59060 1187 26446 1187 14 220 21 198 220 21478 198 3915 25 24150 1396 315 82036 26446 284 220 17 9 1187 284 220 2166 198 2903 706 220 17 14 18 439 1690 30090 20016 2439 439 30090 26446 627 2903 1396 315 30090 20016 2439 284 220 2166 14 18 353 220 1187 284 220 843 198 66091 6835 1403 1419 21030 1187 26446 323 220 843 20016 2439 627 66091 24150 220 220 21 20016 20016 2439 11 24150 706 220 82036 1419 1396 315 82036 8839 24150 706 9861 284 220 1419 9 1187 482 220 21 284 220 2614 198,115,0.034782608695652174,math_reasoning,projected_gsm8k_200,0.7,gsm8k_7
Llama-3.2-1B→Llama-3.1-8B,gsm8k,C_060,spec,0,gsm8k_proj_5,0,578 1396 315 82036 8839 24150 706 2163 284 220 4194 25800 717 25173 220 21 284 220 21478 198 66091 25 5810 1396 315 82036 26446 284 220 1187 9 1187 284 220 2166 198 7749 706 220 17 14 18 439 1690 30090 20016 2439 439 30090 26446 627 7749 1396 315 30090 20016 2439 284 220 17 14 18 9 220 2166 284 220 843 198 66091 6835 220 843 26446 1187 30090 323 21258 21 20016 2439 627 66091 24150 43582 220 21 30090 20016 2439 11 24150 706 9861 284 7749 1396 315 30090 8839 24150 706 9861 284 220 17 9 1187 482 220 21 284 220 2614 128001,115,0.034782608695652174,math_reasoning,projected_gsm8k_200,0.7,gsm8k_7
Llama-3.2-1B→Llama-3.1-8B,gsm8k,T_030,temp,0,gsm8k_proj_5,0,4194 1396 315 82036 8839 24150 706 9861 284 220 17 26446 17 482 220 21 284 220 21478 198 70869 25 24150 1396 315 82036 26446 24150 220 1187 9 1187 284 220 2166 198 7749 706 220 17 14 18 439 1690 30090 20016 2439 439 30090 26446 627 7749 1396 315 30090 20016 2439 284 220 17 14 18 9 220 2166 284 220 843 198 66091 21258 220 17 9 1187 489 323 220 843 20016 2439 627 66091 7231 220 220 21 30090 20016 2439 11 24150 706 220 220 1419 1396 315 82036 8839 24150 706 9861 284 220 1419 9 1187 482 220 21 284 220 2614 128001,115,1.0,math_reasoning,projected_gsm8k_200,0.3,gsm8k_7
Llama-3.2-1B→Llama-3.1-8B,gsm8k,T_050,temp,0,gsm8k_proj_5,0,4194 1396 315 82036 8839 24150 706 9861 284 220 17 26446 17 489 220 21 284 220 22303 198 10267 25 24150 1396 315 82036 26446 24150 220 1187 9 1187 284 220 2166 198 7749 706 220 17 14 18 439 1690 30090 20016 2439 439 30090 26446 198 7749 1396 315 30090 20016 2439 284 220 17 14 18 9 220 2166 284 220 843 198 55915 47880 220 17 9 1187 30090 323 220 843 20016 2439 627 66091 7231 220 220 21 30090 20016 2439 11 24150 706 220 220 1419 1396 315 82036 8839 24150 706 9861 284 220 17 9 1187 482 220 21 284 220 2614 128001,115,1.0,math_reasoning,projected_gsm8k_200,0.5,gsm8k_7
Llama-3.2-1B→Llama-3.1-8B,gsm8k,T_070,temp,0,gsm8k_proj_5,0,4194 1396 315 82036 8839 284 706 520 284 220 17 26446 17 489 220 21 284 220 22895 198 7749 25 24150 1396 315 82036 26446 24150 220 1187 9 1187 284 220 2166 198 7749 706 220 17 14 18 439 1690 30090 20016 2439 439 30090 26446 198 4516 1396 315 30090 20016 2439 284 220 17 14 18 9 220 2166 284 220 843 198 7749 47880 220 21 9 1187 30090 323 220 843 20016 2439 627 36294 7231 220 220 21 30090 20016 2439 11 24150 706 220 284 1419 1396 315 82036 8839 24150 706 9861 284 220 17 9 1187 482 220 21 284 220 2614 198,115,1.0,math_reasoning,projected_gsm8k_200,0.7,gsm8k_7
Llama-3.2-1B→Llama-3.1-8B,gsm8k,T_100,temp,0,gsm8k_proj_5,0,4194 1396 284 82036 8839 284 706 284 284 220 717 30090 17 489 220 21 284 220 22895 198 1419 25 24150 1396 315 82036 26446 24150 220 1187 9 1419 284 220 2166 198 7749 706 1403 17 14 18 439 1690 30090 20016 2439 439 30090 26446 198 2903 1396 315 30090 20016 2439 284 220 17 14 18 9 220 2166 284 220 843 198 7749 47880 220 843 9 1187 30090 323 220 843 30090 2439 627 6153 7231 220 220 21 30090 20016 2439 11 24150 706 220 284 1419 1396 315 82036 8839 24150 706 9861 284 220 17 9 1187 482 220 21 284 220 22048 198,115,1.0,math_reasoning,projected_gsm8k_200,1.0,gsm8k_7
Llama-3.2-1B→Llama-3.1-8B,gsm8k,T_150,temp,0,gsm8k_proj_5,0,4194 5742 11 88993 8839 220 706 284 198 1419 972 30090 18 1389 220 21 284 220 22895 272 791 320 24150 912 315 82036 26446 59060 220 1187 14 1419 284 220 2166 627 7979 1047 9861 17 14 18 439 1690 20016 20016 2439 439 30090 2564 198 2028 1396 315 30090 20016 2439 284 220 17 14 18 9 220 2166 4194 220 843 198 4599 47880 1193 1419 9 1187 30090 369 994 2148 30090 2439 627 6153 7231 220 220 21 30090 20016 2439 505 24150 706 279 320 66 1396 315 30090 8839 24150 706 9861 400 220 17 9 1187 482 220 21 284 220 25178 198,115,1.0,math_reasoning,projected_gsm8k_200,1.5,gsm8k_7
Llama-3.2-1B→Llama-3.1-8B,gsm8k,A,spec,0,gsm8k_proj_6,0,6914 753 3619 279 3488 627 791 14351 5727 220 914 85138 4315 902 220 16 374 3958 11 220 508 4 527 653 52191 11 220 17 527 20897 323 279 2800 527 1695 627 7184 11 1095 603 1005 650 2734 13861 311 4097 420 304 264 9302 1376 627 10267 328 387 279 743 315 85138 627 8586 11 362 284 314 17519 11 95588 92 323 426 284 314 1844 52191 534 1687 649 1518 362 323 426 527 2536 45994 9885 287 7437 627 22447 112 362 12264 102 426 284 101989 198 22447 112 393 4444 8 284 393 5462 8 284 220 15 13 17 198 47 4444 12264 103 426 8 284 220 15 13 17 489 220 15 13 17 1389 220 15 13 17 25800 220 15 13 17 284 220 15 13 1927 198 3112 393 3844 8 284 220 16 198 7184 11 505 279 2728 2671 584 649 1518 512 16 8 2360 13 315 1695 85138 284 220 1187 198 4516 11 393 4444 529 12264 102 426 96206 284 220 16 1389 220 15 13 1927 284 220 15 13 1227 198 17 8 2360 13 315 653 52191 85138 284 220 20 198 4516 11 393 5462 8 284 220 15 13 17 198 18 8 2360 13 315 20897 85138 284 220 17 198 4516 11 393 4444 8 284 220 15 13 17 198 45600 11 279 912 13 315 1695 85138 374 220 1187 13 128001,255,1.0,math_reasoning,projected_gsm8k_200,0.7,gsm8k_16
Llama-3.2-1B→Llama-3.1-8B,gsm8k,B,spec,0,gsm8k_proj_6,0,6914 753 3619 279 3488 627 791 14351 5727 220 914 85138 4315 902 220 16 374 3958 11 220 508 4 527 653 52191 11 220 17 527 20897 323 279 2800 527 1695 627 7184 11 1095 603 1005 650 2734 13861 311 4097 420 304 264 9302 1376 627 10267 328 387 279 743 315 85138 627 8586 11 362 284 314 17519 11 95588 92 323 426 284 314 1844 52191 534 1687 649 1518 362 323 426 527 2536 45994 9885 287 7437 627 22447 112 362 12264 102 426 284 101989 198 22447 112 393 4444 8 284 393 5462 8 284 220 15 13 17 198 47 4444 12264 103 426 8 284 220 15 13 17 489 220 15 13 17 1389 220 15 13 17 25800 220 15 13 17 284 220 15 13 1927 198 3112 393 3844 8 284 220 16 198 7184 11 505 279 2728 2671 584 649 1518 512 16 8 2360 13 315 1695 85138 284 220 1187 198 4516 11 393 4444 529 12264 102 426 96206 284 220 16 1389 220 15 13 1927 284 220 15 13 1227 198 17 8 2360 13 315 653 52191 85138 284 220 20 198 4516 11 393 5462 8 284 220 15 13 17 198 18 8 2360 13 315 20897 85138 284 220 17 198 4516 11 393 4444 8 284 220 15 13 17 198 45600 11 279 912 13 315 1695 85138 374 220 1187 13 128001,255,0.023529411764705882,math_reasoning,projected_gsm8k_200,0.7,gsm8k_16
